results,
OKTA,5
NFLX,64
JPM,7
IYT,6
,0
TEAM,4
SNAP,52
BAC,4
NVDA,56
ABBV,1
AAPL,37
ETSY,1
BABA,11
WBA,1
ZUO,9
JNJ,5
ESTC,11
CGC,4
FB,25
SHOP,3
QQQ,2
TSLA,14
AMZN,7
SPY,18
BIDU,1
EA,30
BBD,2
HRZN,3
MU,1
GE,16
GS,21
AMD,13
BTT,2
SA,5
SBH,5
X,3
AEO,3
MFT,1
TAN,1
IBB,1
NUGT,3
NM,4
SFIX,5
VER,2
GDX,2
TLRY,14
LGIH,1
LUV,3
DBO,1
UAA,6
BOX,1
SQ,13
TCEHY,6
JD,8
ZS,2
F,23
MTCH,6
CMG,7
ATVI,6
ROKU,8
HEAR,2
MCD,5
RTN,4
WLL,1
ULTA,1
PRMW,5
LULU,2
PDD,2
LLY,2
PYPL,22
CELG,1
GRUB,2
FDX,24
V,1
WMT,3
GOOGL,1
TZA,1
XLY,1
TTWO,3
INOV,2
FIZZ,1
BA,2
KBH,4
RUN,3
C,1
XPO,2
DECK,1
SBUX,24
OLED,4
RDFN,6
TRUP,9
SMH,1
LB,1
BBBY,3
FIT,1
M,3
GM,2
BOOT,1
SHAK,3
SPOT,2
NIO,12
ENB,1
PM,3
AZN,1
CAT,2
GNW,1
DOCU,6
CRM,4
ENPH,4
KO,2
LEN,2
STMP,1
O,1
MA,4
TWLO,1
XLF,1
BACHY,2
IWM,4
CERN,1
CRCM,1
VLO,2
W,1
CSX,2
ALGN,1
REGN,1
TGT,2
ISRG,1
NKE,1
EBAY,1
SSTI,1
WDC,4
DBX,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
